"DateTime","Temperature","Dew Point","Relative Humidity"
"2026-01-28 08:16:00",46,42.01,86
"2026-01-28 08:30:00",46,42.01,86
"2026-01-28 08:45:00",46,42.01,86
"2026-01-28 09:00:00",47,42.98,86
"2026-01-28 09:15:00",47,43.29,87
"2026-01-28 09:30:00",47,43.29,87
"2026-01-28 09:46:00",47,42.37,84
"2026-01-28 10:00:00",48,43.03,83
"2026-01-28 10:16:00",48,43.66,85
"2026-01-28 10:30:00",48,43.97,86
"2026-01-28 10:46:00",48,43.66,85
"2026-01-28 11:01:00",49,43.68,82
"2026-01-28 11:16:00",49,43.36,81
"2026-01-28 11:30:00",50,44.01,80
"2026-01-28 11:45:00",50,44.01,80
"2026-01-28 12:00:00",50,44.01,80
"2026-01-28 12:15:00",50,44.33,81
"2026-01-28 12:30:00",50,44.67,82
"2026-01-28 12:46:00",51,45.97,83
"2026-01-28 13:01:00",51,45.64,82
"2026-01-28 13:16:00",51,46.29,84
"2026-01-28 13:30:00",51,46.6,85
"2026-01-28 13:45:00",51,46.92,86
"2026-01-28 14:00:00",51,46.6,85
"2026-01-28 14:15:00",51,46.6,85
"2026-01-28 14:30:00",51,46.6,85
"2026-01-28 14:45:00",51,46.29,84
"2026-01-28 15:00:00",51,45.97,83
"2026-01-28 15:15:00",51,45.64,82
"2026-01-28 15:30:00",51,46.29,84
"2026-01-28 15:45:00",51,46.6,85
"2026-01-28 16:00:00",51,46.6,85
